Sample_base,Site,Time,NutDisp,OilType,Conc_pct,ASV,Domain,Phylum,Class,Order,Family,Genus,Abundance
CRD_0.1_N,SERF,2WK,N,CRD,0.1,bASV3223,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodopseudomonas,0
CRD_0.1_N,SERF,2WK,N,CRD,0.1,bASV3339,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV1,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade I,Clade Ia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Kineobactrum,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV8,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Amylibacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV9,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktomarina,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV10,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,SUP05 cluster,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV12,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV13,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV14,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV15,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV17,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV19,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,29886
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV23,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,SAR86 clade,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV24,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV27,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV34,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SAR92 clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV35,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV36,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV37,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade III,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV49,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade II,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV50,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV57,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV59,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43 clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV61,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV62,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleispira,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV63,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade IV,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV64,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV66,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV67,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV70,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV71,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade I,Clade Ia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV73,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV78,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV80,Bacteria,Pseudomonadota,Alphaproteobacteria,Puniceispirillales,SAR116 clade,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV81,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV83,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Glaciecola,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV86,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,OM182 clade,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV87,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV88,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV91,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,232
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV93,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV94,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV96,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Clade III,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV97,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,ML602J-51,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV98,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,RS62 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV100,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV106,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV107,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV108,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV115,Bacteria,Chloroflexota,SL56 marine group,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV118,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV120,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV122,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,256
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV124,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,SAR92 clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV127,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV137,Bacteria,Actinomycetota,Actinobacteria,PeM15,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV142,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV144,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV149,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV151,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV153,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV154,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV159,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV162,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV166,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV171,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV173,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV175,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV179,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV181,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV182,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,96
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV195,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV198,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV201,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV204,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV207,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV214,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,RS62 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV222,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,4898
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV237,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,1186
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV243,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,11
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV250,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV262,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV269,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV272,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Sandaracinomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV275,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV276,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,7133
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV278,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Seohaeicola,522
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV284,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Incertae Sedis,135
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV288,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV293,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV303,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingorhabdus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV311,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV312,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV317,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV319,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV329,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV341,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV345,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV347,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV350,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV356,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Methylacidiphilales,Methylacidiphilaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV369,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV379,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Paraperlucidibaca,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV393,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV399,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV404,Bacteria,Cyanobacteriota,Cyanobacteriia,Chloroplast,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV406,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV407,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV417,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV423,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV431,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,OM182 clade,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV439,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV450,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Planktothrix NIVA-CYA 15,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV453,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV456,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV458,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV462,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV478,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV483,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Kineobactrum,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV485,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV505,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV511,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV514,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV519,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Diplosphaera,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV540,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV551,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV558,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV559,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV565,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,126
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV566,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV576,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV581,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV583,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV596,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV604,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43 clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV605,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV609,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV625,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV629,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV630,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV632,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV651,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleispira,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV658,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Incertae Sedis,Incertae Sedis,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV667,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV679,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,102
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV686,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV688,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV690,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV698,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV701,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Saccharedens,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV706,Bacteria,Cyanobacteriota,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV709,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV720,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Incertae Sedis,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV722,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sulfitobacter,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV737,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,64
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV762,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,0
CRD_1_ND,SERF,2WK,ND,CRD,1,bASV789,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Oleibacter,0
